v1,v2,cleaned_text
spam,big brother alert the computer has selected u for 10k cash or 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobiles vary,spam
ham, oh well c u later,ham
ham,my uncles in atlanta wish you guys a great semester,ham
ham,no dear i do have free messages without any recharge hi hi hi,ham
ham,dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl,ham
ham,i dun believe u i thk u told him,ham
ham,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,ham
ham,yessura in sun tvlol,ham
ham,arun can u transfr me d amt,ham
ham,takin a shower now but yeah ill leave when im done,ham
ham,am not working but am up to eyes in philosophy so will text u later when a bit more free for chat,ham
ham,u havenåõt lost me ill always b here 4ui didnåõt intend 2 hurt u but i never knew how u felt about me when iwasmarinethatåõs what itried2tell urmomi careabout u,ham
spam,win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit wwwwin82050couk,spam
ham,you bad girl i can still remember them,ham
ham,how much i gave to you morning,ham
ham,i hope your alright babe i worry that you might have felt a bit desparate when you learned the job was a fake  i am here waiting when you come back my love,ham
ham,hey can you tell me blakes address carlos wanted me to meet him there but i got lost and hes not answering his phone,ham
ham,can i get your opinion on something first,ham
ham,that one week leave i put know that time why,ham
ham,if we hit it off you can move in with me ,ham
ham,excellent i spent  ltgt  years in the air force iraq and afghanistan i am stable and honest do you like traveling,ham
ham,i wanna watch that movie,ham
ham,ok lor thanx ìï in school,ham
ham,im in class did you get my text,ham
ham,the bus leaves at  ltgt ,ham
ham,god blessget good sleep my deari will pray,ham
spam,todays voda numbers ending 1225 are selected to receive a å£50award if you have a match please call 08712300220 quoting claim code 3100 standard rates app ,spam
ham,do have a nice day today i love you so dearly,ham
ham,aiyo a bit pai seh ì noe scared he dun rem who i am then die hee but he become better lookin oredi leh,ham
ham,aight ill ask a few of my roommates,ham
ham,now whats your house  again  and do you have any beer there ,ham
ham,do ì all wan 2 meet up n combine all the parts hows da rest of da project going,ham
ham,getting tickets 4 walsall tue 6 th march my mate is getting me them on sat ill pay my treat want 2 go txt bak terry,ham
ham,yes we are chatting too,ham
ham,hi its jess i dont know if you are at work but call me when u can im at home all eve xxx,ham
ham,sian aft meeting supervisor got work 2 do liao u working now,ham
ham,are you going to write ccna exam this week,ham
ham,well i will watch shrek in 3db,ham
ham,am i that much dirty fellow,ham
ham,dunno dats wat he told me ok lor,ham
ham,ill probably be by tomorrow or even later tonight if somethings going on,ham
ham,i couldnt say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night,ham
ham,if youre thinking of lifting me one then no,ham
ham,same as u dun wan y u dun like me already ah wat u doing now still eating,ham
ham,sent me ur email id soon,ham
ham,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,ham
ham,dude whats up how teresa hope you have been okay when i didnt hear from these people i called them and they had received the package since dec  ltgt  just thot yould like to know do have a fantastic year and all the best with your reading plus if you can really really bam first aid for usmle then your work is done,ham
ham,hey gorgeous man my work mobile number is have a good one babe squishy mwahs,ham
ham,may i call you later pls,ham
spam,hottest pics straight to your phone see me getting wet and wanting just for you xx text pics to 89555 now txt costs 150p textoperator g696ga 18 xxx,spam
ham,thats the way you should stay oh,ham
ham,hello thanx for taking that call i got a job starts on monday,ham
ham,what time is ur flight tmr,ham
ham,when should i come over,ham
ham,i have a rather prominent bite mark on my right cheek,ham
ham, will be september by then,ham
ham,are you wet right now,ham
ham,and hows your husband,ham
spam,hack chat get backdoor entry into 121 chat rooms at a fraction of the cost reply neo69 or call 09050280520 to subscribe 25p pm dps bcm box 8027 ldn wc1n3xx,spam
ham,are we doing the norm tomorrow i finish just a 415 cos of st tests need to sort library stuff out at some point tomo  got letter from today  access til end march so i better get move on,ham
ham,yeah i got a list with only u and joanna if im feeling really anti social,ham
ham,i am in your office na,ham
ham,are you comingdown later,ham
ham,super dagood replacement for murali,ham
ham,da is good good playerwhy he is unsold,ham
ham,hi  do u want  to join me with sts later  meeting them at five  call u after class,ham
ham,its on in engalnd but telly has decided it wont let me watch it and mia and elliot were kissing damn it,ham
spam,free nokia or motorola with upto 12mths 12price linerental 500 free xnet mins100txtmth free btooth call mobileupd8 on 08001950382 or call 2optoutd3wv,spam
ham,i dont want to hear philosophy just say what happen,ham
ham,you got job in wiproyou will get every thing in life in 2 or 3 years,ham
ham,then cant get da laptop my matric card wif ì lei ,ham
ham,dunno da next show aft 6 is 850 toa payoh got 650,ham
spam,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08718726970 now only 10p per min btnationalrate ,spam
ham,i just made some payments so dont have that much sorry would you want it fedex or the other way,ham
ham,they didt play one day last year know even though they have very good team like india,ham
ham,kyou are the only girl waiting in reception ah,ham
ham,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,ham
ham,i hate when she does this she turns what should be a fun shopping trip into an annoying day of how everything would look in her house,ham
ham,sir i am waiting for your call,ham
ham,whats up do you want me to come online,ham
ham,it could work well reach a consensus at the next meeting,ham
ham,aiyah then i wait lor then u entertain me hee,ham
ham,the last thing i ever wanted to do was hurt you and i didnt think it would have youd laugh be embarassed delete the tag and keep going but as far as i knew it wasnt even up the fact that you even felt like i would do it to hurt you shows you really dont know me at all it was messy wednesday but it wasnt bad the problem i have with it is you have the time to clean it but you choose not to you skype you take pictures you sleep you want to go out i dont mind a few things here and there but when you dont make the bed when you throw laundry on top of it when i cant have a friend in the house because im embarassed that theres underwear and bras strewn on the bed pillows on the floor thats something else you used to be good about at least making the bed,ham
ham,ill let you know when it kicks in,ham
ham,you call him now ok i said call him,ham
ham,call to the number which is available in appointment and ask to connect the call to waheed fathima,ham
ham,or ì go buy wif him then i meet ì later can,ham
ham,mmmm  fuck  not fair  you know my weaknesses  grins pushes you to your knees exposes my belly and pulls your head to it dont forget  i know yours too wicked smile,ham
ham,today my system sh get readyall is well and i am also in the deep well,ham
ham,mom wants to know where you at,ham
ham,aight ill text you when im back,ham
ham,dont know supports ass and srt i thnk i think ps3 can play through usb too,ham
ham,oh ok i didnt know what you meant yep i am baby jontin,ham
spam,you have won a guaranteed å£1000 cash or a å£2000 prizeto claim yr prize call our customer service representative on,spam
spam,would you like to see my xxx pics they are so hot they were nearly banned in the uk,spam
spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more infowww100percentrealcom,spam
ham,watching tv now i got new job ,ham
ham,this pen thing is beyond a joke wont a biro do dont do a masters as cant do this ever again ,ham
ham,i am at a party with alex nichols,ham
spam,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094594,spam
ham,just seeing your missed call my dear brother do have a gr8 day,ham
ham,ok ìï finishing soon,ham
ham,sorry i cant help you on this,ham
ham,come to me slave your doing it again  going into your shell and unconsciously avoiding me  you are making me unhappy ,ham
ham,i love your ass do you enjoy doggy style ,ham
ham,i think asking for a gym is the excuse for lazy people i jog,ham
